TrueAbun,Est1,StdErr1,ODTrad1,ODtrim1,StdErrOD1,StdErrGT1,StdErrLR1,StdErrLT1,Est2,StdErr2,ODTrad2,ODtrim2,StdErrOD2,StdErrGT2,StdErrLR2,StdErrLT2,Est3,StdErr3,ODTrad3,ODtrim3,StdErrOD3,StdErrGT3,StdErrLR3,StdErrLT3,Est4,StdErr4,ODTrad4,ODtrim4,StdErrOD4,StdErrGT4,StdErrLR4,StdErrLT4,EstSRS,StdErrSRS
992,978.846627571829,49.5094329376766,1,1.27063277057021,49.5094329376766,55.8081952165154,54.8526542223421,52.5211269471686,988.725687382161,50.5269281018555,1,1.14347470176966,50.5269281018555,54.0301502799555,53.445470954108,52.1592453518464,988.996572484429,50.6733986200501,1,1.27063277057021,50.6733986200501,57.4484247887853,54.2593567398019,53.8719497382611,991.812012889109,50.945158263482,NA,1.21530300529602,NA,56.1623409462672,54.7999965738006,53.3828190929158,1110.16628873772,112.763828441421
972,862.048397973285,45.7578983975288,1,1.39787147018806,45.7578983975288,54.1003021036301,63.8929687398087,49.8406486814284,863.50750772841,45.9470697901019,1,1.55955241467532,45.9470697901019,57.379638501247,63.9284011903827,51.604946338407,864.131925977906,46.0368094753619,1,1.39787147018806,46.0368094753619,56.9704951762965,63.3141192886391,51.4287075179196,865.834057902308,46.3836516420585,NA,1.38738361678963,NA,54.6340275323668,62.6470550762803,50.3799464721739,992.063492063492,114.588135484879
983,970.931038548576,49.981601437721,1.07767363643351,1.95741288023612,51.8864307052655,69.9280451958309,65.6207764888446,59.9529035623052,954.409208558762,48.6330271484255,1,1.67645536798516,48.6330271484255,62.969073137098,59.3283684994812,55.7565333524209,956.949206575162,48.914356116604,1,1.95741288023612,48.914356116604,58.0766046938624,54.046666738376,53.3536703296225,962.146106422959,49.5030316922885,1,1.46168438208077,49.5030316922885,59.8492345563219,55.2707434902624,54.5034908545392,1090.48248929201,110.578262252905
1044,1068.06639161122,52.1547259986582,1.82932194572596,2.24920059365307,70.5405335719001,78.2181901570134,92.6486839536905,65.4487048831412,1056.04170429465,51.2827104485704,1,2.1568512830189,51.2827104485704,75.3149290782184,84.8799441356643,63.5709535792204,1057.4134776282,51.43188685916,NA,2.24920059365307,NA,71.0390095154724,88.8779842613158,61.2955105036993,1059.36797426078,51.6836145214377,1,1.99769317360451,51.6836145214377,73.0495039992589,85.8082599082593,62.4593166127945,1204.6485260771,139.38119275774
1012,1152.75971439206,53.7213984117242,1,2.08090744542945,53.7213984117242,77.4950015395492,73.7287595920276,65.8052365165294,1140.11096302198,52.8200251473728,1,1.98417973744502,52.8200251473728,74.4027707254686,70.1538809596394,63.8130407476152,1141.93162704007,53.0138794894234,1,2.08090744542945,53.0138794894234,73.3806654445312,71.2077074815869,63.3223293700842,1148.26302024094,70.1758353036234,1,2.15222168003486,70.1758353036234,102.951123801721,94.9656964841308,83.9507114720766,1310.9410430839,130.588926072179
1057,1018.90111234581,50.1989808048371,1.3038944134223,1.98576442510083,57.3213106540501,70.7389750151326,69.1061860672588,60.6249324564128,1007.2754854915,49.2369504788942,1,1.89355667646397,49.2369504788942,67.7532763247628,64.9005015260027,58.6720989500105,1007.40288011685,49.2537741633895,1,1.98576442510083,49.2537741633895,61.1908676225184,64.2784806195789,55.1856757371065,1008.73656245565,49.3342076836618,1,1.52950224930094,49.3342076836618,61.0131177335175,65.7653170228324,55.1278081815023,1165.28092718569,125.034543880113
1038,1086.60341742097,52.4841248893927,1,1.09403502643577,52.4841248893927,54.8963631308194,70.6474301140363,53.6093929535318,1078.39377310941,51.9489101265093,1,1.25814098565799,51.9489101265093,58.2694737384279,58.3277452987873,54.9656602042293,1082.16507971557,52.4858780760429,1,1.09403502643577,52.4858780760429,62.1572574315903,55.3786760517929,57.135215774826,1077.41544965135,52.4926319619653,1,1.43335432441655,52.4926319619653,62.8456365114014,52.4926319619653,57.4697248656897,1228.26908541194,131.671536367123
1028,986.678858756877,49.2245028769733,1.15807077890477,2.08755540796164,52.9723073918833,71.1214077871775,70.5619664346087,60.4359264287973,987.919193868962,49.5183786758668,1,2.05176359933157,49.5183786758668,70.9300191274097,71.1731189204571,60.4126247284937,993.500367704218,50.0295623761162,1,2.08755540796164,50.0295623761162,72.1766932167254,67.4504122517617,61.2579787214333,992.645012498109,50.0961539235412,1,2.1236875418475,50.0961539235412,73.0045106708338,60.0265437219654,61.7196017094656,1129.85008818342,125.778403092547
1005,1042.04161481175,50.6033504300467,1,1.76556756119618,50.6033504300467,67.2390304834685,75.6665286135313,58.9498692890987,1044.65690150671,50.917544481053,1,1.63803452571676,50.917544481053,65.1671873689668,75.3025448327857,57.9743301227691,1043.21940964565,50.8448504994132,1.09486127451892,1.76556756119618,53.2018240051653,66.5782508438204,76.704192034686,58.6837291833131,1058.07503729267,55.4479622230146,NA,1.82534040935017,NA,74.9130577393042,81.7652973446466,64.6238114089573,1192.83824640967,136.873013926889
987,956.433066165146,48.7195535483081,1.09208059497235,1.88908253020844,50.9132294042787,66.962053847702,83.4131168138644,57.9157093500159,961.844426591327,49.3882776958152,1,1.61624790259833,49.3882776958152,62.7881762285036,84.4737428001234,55.9598610594666,966.878282790801,50.0201046858658,1,1.88908253020844,50.0201046858658,66.5381439717008,80.6545093611165,58.1504746753079,1018.12521222741,69.3612021231233,NA,1.72317583025785,NA,91.0503057844022,113.348945272342,77.9919179858187,1090.48248929201,121.64961353027
992,1020.51708496288,51.2884947422848,1.09897500433475,1.61555610767163,53.7667592587619,65.1899992383914,64.108057921676,58.0696597102329,1008.08227342191,50.3466318651874,1,1.99094656241508,50.3466318651874,71.0395536132927,66.7892859229463,60.7918298836135,1016.70169326812,51.1637078393601,1,1.61555610767163,51.1637078393601,70.375154993914,67.7707568943221,60.7200797210965,1017.53477480695,53.4811785376814,1,1.61915249492905,53.4811785376814,68.052619322848,66.7819154295641,60.3351810879599,1145.59712773998,119.158072771711
1031,1121.75618242795,52.9317289701367,1.1409362933794,2.12787854227005,56.5388248814977,77.2128348296414,76.6407125494158,65.3250628157621,1122.5338463684,53.2185972563285,1.15186309656982,2.3667181589231,57.1167983670292,81.8722441347244,76.8840653740823,67.966313008809,1140.16716375879,54.9238198630536,1,2.12787854227005,54.9238198630536,77.5369474112517,78.6506234181233,66.1360891032347,1141.83955328662,55.2969878957074,1,2.31224423713115,55.2969878957074,84.0849612117841,69.6271421908911,69.7620429310846,1271.57344419249,120.793741301654
1022,1027.04431450881,50.3872015105338,1,1.24744322021013,50.3872015105338,56.2769603246244,59.9236276186545,53.2092513341021,1015.15081801979,49.5740995885596,1,1.41158579989419,49.5740995885596,58.899075133876,58.0773305736444,54.1464208285783,1016.42027777377,49.7396925028206,1,1.24744322021013,49.7396925028206,57.778160051383,58.4347202541035,53.6500165328787,1016.94522176417,50.3385375351301,1,1.49525546294582,50.3385375351301,61.5542852690195,57.8760798501357,55.8099084062478,1173.15444696397,116.893417454631
978,1028.11395054126,50.8829877854336,1.12133751677691,1.74065492020557,53.8816369030073,67.1319010290963,90.6562560879877,58.9497418075945,1010.85292667296,49.5049773012663,1,2.22403437713094,49.5049773012663,73.8277467276721,87.6974180183786,62.1033605653557,1019.73573511172,50.3429021418762,1,1.74065492020557,50.3429021418762,73.2454810783932,86.1235111097858,62.0340260777791,1022.97853408742,50.7434888289544,1,2.15376374905764,50.7434888289544,74.4696572406466,86.8624305526896,62.8224650425562,1165.28092718569,130.029204153248
1051,1017.44568883209,50.0692161704733,1.48488383692137,1.43859415436479,61.0122487987457,60.0537232473097,51.9310286236638,54.946365443089,1013.35629915084,49.7871192151111,1,2.37508397287682,49.7871192151111,76.728460122422,50.0787815482287,63.8015292502567,1013.92424003857,49.8661124401555,1,1.43859415436479,49.8661124401555,68.5668115537408,52.9252608594604,59.3285650074824,1019.69812874315,50.4233980995925,1,1.83986677350277,50.4233980995925,68.3951487224332,50.4793488411952,59.4323828146814,1165.28092718569,111.210050191176
1052,1197.84692505728,55.3273294629502,1.22307132844763,1.7664874005878,61.1879074240537,73.5351496038436,92.8811632624283,64.3356941137765,1189.49112780084,54.8231185561231,1,1.69422326081802,54.8231185561231,71.3590494540509,90.6976675993584,62.9915071385137,1188.70492387801,54.8117720876538,1,1.7664874005878,54.8117720876538,74.4163966324612,89.8106399269903,64.5951617532021,1195.50533411008,55.7418692842523,1,2.11226188811136,55.7418692842523,81.013129681833,88.2203313736466,68.4271518947721,1350.30864197531,141.496885715908
981,1003.78300113958,49.4592713585205,1.04999053332983,1.58037620972023,50.680443387249,62.1767411368705,67.8194259310321,55.7720706185126,1003.10985631228,49.474369674441,1,1.88962150748018,49.474369674441,68.0092023934538,70.2343895005475,58.8713656994145,1004.21995260627,49.6266144063684,1,1.58037620972023,49.6266144063684,69.7357031973964,72.2890106973357,59.8558643385237,1006.13269522496,49.8161380438012,1,1.91582772746717,49.8161380438012,68.9522247666636,72.8019371952352,59.4949443302571,1153.47064751827,116.998896971919
1015,1050.50174286165,51.5198695534083,1.04571922631228,2.17705058265081,52.6844318765952,76.0167004064519,63.4357618794504,64.0005227130216,1033.68546330609,50.1988677758739,1,2.15058583179423,50.1988677758739,73.6160162859766,60.4673843857417,62.2585775903159,1038.90738724782,50.6765635376655,1,2.17705058265081,50.6765635376655,71.8749774794202,57.9524809390642,61.4544842874552,1073.0637605475,59.7982004229106,NA,1.92898698444235,NA,83.0525101808643,66.626442059741,70.3101550191342,1188.90148652053,121.261985273959
1042,1100.22835769821,52.2080419216186,1,1.5305250319441,52.2080419216186,64.5888606499136,62.419706425782,58.2923489215112,1092.20588539923,51.7033373189732,1,1.4476148860979,51.7033373189732,62.2078364051247,59.1343856972286,56.8502761051671,1096.94857930396,52.0856061984687,1,1.5305250319441,52.0856061984687,67.3703697597337,60.2510981080657,59.6828938084572,1102.34848067445,52.5764683066589,1,1.48494269513798,52.5764683066589,64.0687509409698,60.0299062070546,58.174894774958,1255.82640463593,132.168943154731
1054,1128.68128819881,52.5700760524351,1,1.59690496050591,52.5700760524351,66.4321243284762,64.3880141342711,59.4474505464505,1119.48764017099,51.8959582961632,1,1.63596245953338,51.8959582961632,66.37739475066,60.1064229835847,59.1473921492911,1122.84388424116,52.1999569587127,1,1.59690496050591,52.1999569587127,67.7192907017227,55.9245471715468,59.9728600655963,1118.44288094722,51.8594773060056,1,1.49827589526079,51.8594773060056,63.4781164111359,55.1028537411925,57.6145664918234,1295.19400352734,134.890192247125
1025,968.273602759186,48.7627691732983,1,1.497717765691,48.7627691732983,59.676501002962,74.8227519305243,54.1280422101862,959.967568046938,48.0701719305052,1,1.44173238217638,48.0701719305052,57.7188941824371,67.0818852631706,52.8254193588986,960.278742974205,48.1527681403321,1,1.497717765691,48.1527681403321,54.6578485035427,61.9156441435367,51.3089733221271,962.096866070907,56.3670221189217,1,1.3788528220792,56.3670221189217,66.1887299394105,68.6049768079654,60.5921202197552,1110.16628873772,125.959631044175
1015,1043.49481138951,50.4940644071809,1.07897852783632,1.94541660823628,52.450149537737,70.4282081726364,65.2546153890291,60.6351304044413,1044.82847523225,50.7477130324525,1,2.01301193829562,50.7477130324525,72.001186073689,64.9602798414415,61.5655575075982,1047.31964647297,51.0128928730817,1,1.94541660823628,51.0128928730817,69.8233281745798,65.3762368537971,60.476663742021,1045.3604081507,50.8825949119333,1,1.78927424343756,50.8825949119333,68.0624701332778,64.1911166489019,59.487330101641,1196.77500629882,123.340363960439
1001,994.896783716479,50.9392449216318,1,1.87165508666622,50.9392449216318,69.6891893250597,92.1403044495039,60.2183374585043,991.946196834647,50.8737862769242,1,1.96717840689547,50.8737862769242,71.3536075640738,92.3363347040227,61.0648003354611,996.992943420357,51.3232439819111,1,1.87165508666622,51.3232439819111,67.0268495751835,91.8447682402385,58.9665764408781,996.294859767983,51.3801009567036,NA,1.78579678817131,NA,68.6611340208455,91.1500893901624,59.8287894042837,1110.16628873772,133.546512244971
1019,1009.02635204245,50.0930539144456,1,1.54487074279112,50.0930539144456,62.2620740182527,58.6549300405815,56.0723841025128,995.548114463865,49.0418516743288,1,1.35708843491422,49.0418516743288,57.1308827056731,50.0383473393807,52.992673231255,1000.41877871117,49.507335607513,1,1.54487074279112,49.507335607513,53.3230738781232,49.507335607513,51.3237337342631,1003.96073911704,49.855483462631,1,1.10674651766914,49.855483462631,52.4489760735014,49.855483462631,51.0773828817013,1149.53388762913,122.322849957942
1029,1017.66052964284,50.1334930209498,1,1.52820262628485,50.1334930209498,61.9752711764492,63.5226187585085,55.9601381157351,1008.11539130988,49.4172711041575,1,1.31605262444802,49.4172711041575,56.6911656939747,57.9885210438573,52.9533622415999,1016.50345332671,50.193943690602,1,1.52820262628485,50.193943690602,61.1079877198792,60.4461706547614,55.5339724430028,1019.4227892306,50.8091513898429,NA,1.39789741296391,NA,60.0730375094147,61.2647715644112,55.2679969804059,1161.34416729655,127.05715828197
980,966.653702339916,48.2173920340008,1,1.57650907654903,48.2173920340008,60.5413295732499,54.1305706566391,54.361455639071,966.471167984302,48.2360246390271,1,1.52392112730752,48.2360246390271,59.546021974714,52.2584640931239,53.8481322184534,966.22495556994,48.2486603411913,1,1.57650907654903,48.2486603411913,57.5687648450034,51.799418621705,52.8321960215168,964.295859359542,48.0697983171799,NA,1.63469357994625,NA,61.4597060093783,49.292129069056,54.7830305306794,1118.039808516,110.062932127055
1024,950.479195652655,47.9952762650836,1,1.15495009153422,47.9952762650836,51.5798535435194,47.9952762650836,49.708457684834,948.082501482304,47.883982500294,1,1.23327472087317,47.883982500294,53.1765525178669,47.883982500294,50.4363075834182,949.917576714067,48.1112875549548,1,1.15495009153422,48.1112875549548,49.6593740734299,48.1112875549548,48.841434631524,958.182315267026,49.764016059853,1,1.13937816446963,49.764016059853,53.11893604438,49.764016059853,51.3210360415286,1094.41924918115,116.695095627522
1028,1068.34387632259,51.3944095666779,1,1.17304749196114,51.3944095666779,55.6639060988491,64.8428993023509,53.4234883679039,1068.46177502517,51.5170863378579,1,1.39924013282162,51.5170863378579,60.9392940836105,66.1815076554474,56.0890695772623,1077.88041956207,52.4099931652022,1,1.17304749196114,52.4099931652022,64.5828838732483,69.2778201097099,58.3217367225478,1078.58453267795,52.4368772569222,NA,1.55912311231985,NA,65.4752288825686,67.2137786764693,58.7899841059603,1220.39556563366,116.264237803318
963,941.6340018893,48.2447206871939,1,2.01506206875713,48.2447206871939,68.484771393427,75.4723895804113,58.5425874363343,943.458475759332,48.5510676283266,1,1.89872038274268,48.5510676283266,66.9004887667065,76.8491739335163,57.7816837739089,944.325907144554,48.763380145255,1,2.01506206875713,48.763380145255,63.0328589486441,70.1222448152825,55.8073996356506,997.995372092175,70.1951025296297,NA,1.83222555038569,NA,95.0158986597117,103.812982736145,80.0314408936434,1074.73544973545,116.585029755312
