TrueAbun,EstF1,StdErrF1,ODTradF1,ODPercF1,EstR1,StdErrR1,ODTradR1,ODPercR1,StdErrFV1,StdErrRV1,EstF2,StdErrF2,ODTradF2,ODPercF2,EstR2,StdErrR2,ODTradR2,ODPercR2,StdErrFV2,StdErrRV2,EstF3,StdErrF3,ODTradF3,ODPercF3,EstR3,StdErrR3,ODTradR3,ODPercR3,StdErrFV3,StdErrRV3,EstF4,StdErrF4,ODTradF4,ODPercF4,EstR4,StdErrR4,ODTradR4,ODPercR4,StdErrFV4,StdErrRV4,EstSRS,StdErrSRS
1016,1021.33181972396,50.029046215762,1,1.81579415702811,1028.36088517283,47.8809131238612,1,1.90153825775627,59.59279196564,57.2537639627115,1014.65845029231,49.5275860941471,1,2.04657980917488,1017.5272698237,44.2097897823149,1,2.0538364642364,58.8271253993441,52.9227999849028,1027.76898365356,50.9584468317394,1,1.79876347444151,1019.34017598796,42.1013275921113,1,2.10078779691849,61.2402377738864,51.0787168453334,1035.68842409315,52.5275528354216,1,1.69435264130073,1021.67918564106,40.9295320500498,1,1.8941198257683,63.3220422582417,50.2699431869276,1173.15444696397,121.936619858772
998,1104.48754406555,51.7890875083365,1,1.37720758995658,1104.96476329194,44.2234723403281,1,1.40536238627319,64.3801403697019,55.6660936537315,1102.14840118911,51.633223479597,1,1.37027265750938,1099.34849355456,42.2181505685783,1,1.37516621672127,64.1727777362414,53.260782481192,1104.55180390272,51.8606763877867,1,1.39986495839049,1100.49298791078,41.7946986255905,1,1.47143943117501,64.3874758908882,52.8516516959752,1106.08315154798,52.0543355902988,1,1.46426963519526,1100.64991692141,41.5580183543978,1,1.56646524889026,64.714771242857,52.6143461663183,1271.57344419249,142.846082817393
1022,1000.57265028795,49.635225098521,1.16465681749971,1.44209108151958,996.312491327891,50.0947593848129,1.20372321404807,1.45114805352972,59.7233435376287,60.2924533702082,992.438346470009,48.9961679861546,1.12988207125076,2.25059534873751,995.20541822799,49.483326307274,1.03382151372753,2.52562828486471,59.1676765950605,59.6572764500694,997.550569285584,49.5026829800415,1,1.77195008551552,994.29403873017,46.2572516542409,1,2.16298781620254,60.0826624060655,56.1926085531745,1004.47017937313,50.4740354259392,1,1.64544359769503,997.237188030645,43.0234834365054,1,2.1449377981143,61.5569966568712,52.9387473173533,1145.59712773998,128.510432813745
1001,1106.80089177112,51.9856262533912,1.34162409897756,2.42178352098141,1109.73716735672,49.9832252043221,1.10374931322033,2.65418082085135,62.877336987512,60.6740006818935,1109.65542805409,52.3621549597812,1.79292758053862,1.65540792646898,1103.83637494337,42.1081105940761,4.97664469423394,1.62367459735478,64.0272020651583,52.3828631410615,1113.23507156273,52.688335645159,1,1.54285197732047,1108.51514831826,41.1287004481138,1,1.57686934143846,64.7141470342934,51.5218444606112,1132.51817965227,187.638549212545,1,1.43706243063786,1114.84491888912,41.1426988327249,1,1.63159792878638,224.262903682881,51.6780353160797,1271.57344419249,131.445876993567
1035,1068.38881110798,51.6318753524539,1,1.95829111527498,1066.72477880877,46.9325413797603,1.09971500947906,1.94748185501704,63.0632093535695,57.7503291212169,1059.93296866502,50.9921569081107,1,2.25711392081668,1062.50730149326,47.0981269760572,1,2.2558218316184,62.3719478423982,57.8533059798836,1063.25089759175,51.3713455501348,1,1.8955842964067,1065.30585932789,45.8595754354652,1,2.18056987543511,62.9465118178132,56.5913992090197,1061.27575300684,51.1995029718969,1,1.86543148556658,1064.23933815716,45.2416254382669,1,2.25044681897251,62.8241297869009,56.015195250914,1216.45880574452,134.552896466245
1016,978.982938660403,49.1648411151041,1,1.9785593901783,984.848679684891,46.3153668827046,1,2.0151767175405,57.3784171469602,54.3385023846509,974.663579013246,48.8292281404539,1,1.65901657704533,976.746102690109,45.087478705097,1,1.95765870383573,57.634472266853,53.1751033189574,977.396748168171,49.0915766487295,1,1.72195890763193,978.762112686443,44.3917230153639,1,1.96606077569528,57.9425420987698,52.5797997649429,977.587162304241,49.2964350570656,1,2.09263735145831,978.436298516766,43.7968430294958,1,1.98759949529525,58.3632571267566,52.1166487540699,1121.97656840514,108.473715800626
1024,1026.68186471005,50.0237285224873,1,1.9514688543126,1026.32497815907,45.353052251289,1,1.96968536170492,59.9266637000792,54.7953106397199,1026.08665740707,50.0185341367765,1,1.86181275143929,1025.49974366883,44.6332413339691,1,1.97386834251237,60.093114332855,53.9911120020617,1030.18390155045,50.4167693276596,1,1.61453742836267,1026.12679611056,44.0968106634242,1,1.96355081852894,60.958395229036,53.5409740419909,1033.55837562968,50.7815432808374,1,1.58967075483662,1030.73224133183,41.3189321084105,1,1.6976528038852,61.8964733677939,50.9899490315915,1181.02796674225,128.319488951383
1022,1072.34842084111,51.1884341898667,1.13486523544218,3.07329233311077,1074.26967108073,53.0143621720869,1.1222106637754,3.04607064539131,61.2103596943042,63.3283108269138,1069.00020945719,50.982460684705,1,1.88480695355561,1062.90525526598,46.6572863759392,1.02372174082253,2.03136971120181,61.6071602843187,56.5330484425219,1072.79878363282,51.3546102057428,1,2.45350672052197,1074.91970540886,45.2997701023634,1,1.95618952815008,62.1679016134573,55.2907082021943,1066.9021641498,51.3230510606011,1,1.47872124288775,1075.01919271255,41.5529326063571,1,1.86655288961842,62.7679032887239,51.4859647197807,1232.20584530108,128.281798983551
954,872.995979896954,46.3008287493213,1,1.59295714302689,876.128919842049,38.0623604005943,1,1.25120712539525,54.7589924339029,45.8761318566687,871.563289670067,46.1950145288856,1,1.77856869862733,871.92447094984,37.1777482208086,1,1.75562748681621,54.8090431514386,44.9886348318573,874.727747714034,46.5694513062012,1,1.68784750550331,873.076672428489,36.9670360403273,1,1.84379960241104,55.2540314332648,44.818369640441,880.955981328215,48.3434372918473,1,1.48464117032798,874.49371446949,36.5230188777273,1,1.82243350493111,57.3816947897534,44.4590160675464,999.937011841773,104.559958588787
984,975.2679573196,48.5825585273576,1,1.58561275723722,985.599005931229,43.0847484899053,1,1.48432085422148,57.6808914142556,51.7240576734798,973.313585699134,48.4182629622232,1,1.58094477219278,975.043322744554,40.3465047691372,1,1.59054491479325,57.6196991233408,48.7100870735844,975.832051764243,48.6778678989517,1,1.64795590665296,977.594337529075,40.9561007844193,1,1.72674101003966,57.9940802075134,49.4345961737409,970.789247177435,48.2246152732971,1,1.45049836852442,976.588878413541,40.327991333464,1,1.7816184143732,57.9894132079328,48.8867727534586,1125.91332829428,114.094002786588
964,1139.36397802602,54.0971255051709,1,1.58507202584586,1139.5759650607,46.5462475780571,1,1.55808438721628,66.512158723247,57.8909665379179,1140.38239566073,54.3792931625887,1,1.36061090093237,1139.40533189079,45.2780855105733,1,1.37422391913833,67.124851922416,56.5014283871267,1142.07307986343,54.6011740444791,1,1.44346609258274,1137.61618027506,44.8217391219539,1,1.5137872416192,67.508582448838,56.127930180191,1142.44333684059,54.4361743204463,1,1.35044783617248,1139.41394953103,42.2087830247425,1,1.52025514717485,67.2874616051088,53.25556120143,1279.44696397077,134.224939685635
1049,1105.50688802257,51.7227810279706,1.32083812617854,1.44588173401773,1091.4025440903,42.0140154159028,10.4535359863132,1.37846066579722,64.4676223991324,53.0760748014754,1102.14780840171,51.4971579936078,1,1.47577741204679,1095.4150140567,41.8998597806657,3.56563292272307,1.5920385914717,63.9198930690406,52.9059629204792,1103.98055116212,51.6619768943763,1,1.60591198322921,1098.92324249098,41.6400785691655,1,1.59258227573142,64.2122751719159,52.7090513209308,1104.65373768534,51.730863744002,1,1.55401639408708,1100.90967432877,41.4988551046051,1,1.68267863685055,64.3096335798404,52.5685811830678,1275.51020408163,144.212843605449
1038,970.95128849925,48.8110969226326,1.00311553098755,1.46762054172987,974.255180703654,44.6464349934881,1.01216133642138,1.23008245961273,58.8507916194643,54.2296586560357,965.276647096702,48.3186346019908,1,1.38082597786334,967.634415909176,40.6900003021528,1,1.45462886304869,58.1144466114668,49.652569340844,967.886647621541,48.5802685185351,1,1.32400762226923,967.679297641605,39.9770570656835,1,1.46365470890992,58.5368450957036,48.9234433933061,968.085197803552,48.6504975751166,1,1.32848797943694,968.350608000703,39.5007447629873,1,1.50058191304145,58.8085344568876,48.484707643839,1114.10304862686,113.583471423623
1084,1048.39605949262,51.0376540978001,1,1.65241543697623,1052.17239043711,45.673765923759,1,1.57909062654781,61.5191084957584,55.5048990560933,1046.83930199358,50.9402591536336,1,1.93548957524968,1047.09963238084,45.0852566614666,1,1.70527722744865,61.515232729035,54.8946256825981,1051.89867871918,51.3848951624875,1,1.70143348149965,1049.26224491302,44.0147838002319,1,1.90785218734342,62.0763348505397,53.7868533203589,1053.80360926704,51.7102419379133,1,1.57296838108576,1049.61151552374,43.4520602672519,1,2.06727769987548,62.7559983927538,53.2257142749675,1196.77500629882,119.331494866462
1031,984.000974817818,49.1093508345779,1,1.27518853607784,990.284088042971,43.5454744293484,1,1.77408917634244,58.7093467574989,52.6214535540494,980.687242030596,48.8723707877746,1,1.52721704629548,982.15634612796,41.8825631393823,1,1.78875890183584,58.64458022844,50.8072787405233,984.690378526807,49.3204439451386,1,1.71430127043694,984.71053811397,40.9381555511369,1,1.69522018122941,59.3213246994195,49.9601032293732,984.915602805801,49.4159929109481,1,1.71916728222856,983.976827770499,40.6424543047108,1,1.71089278955489,59.5168553290928,49.6949979648542,1129.85008818342,113.074635919193
951,1022.99360016668,50.1051313487077,1,1.72786707350043,1025.5303344965,47.9132489664826,1,1.74500244173264,60.1786261998195,57.7519001409288,1016.40994026911,49.6037291973286,1,1.75807521094127,1005.72616683578,42.4465746680013,2.22330033735085,1.60787098832972,59.9173835982596,51.8382341142996,1019.96420041911,49.9650851490823,1,1.5935460054296,1019.28212460014,42.1502952260997,1,1.68898250260706,60.2836279548642,51.5761701364381,1023.1300158686,50.2473582369374,1,1.68309536296304,1021.48666009664,41.300399488635,1,1.69355645236497,60.85177449513,50.7719084080839,1173.15444696397,121.17440513474
984,971.84126746139,49.4899019077039,1,1.47889581871383,970.914824327227,43.344855910245,1,1.45030798976298,57.9246588975112,51.2652303358941,968.005730839508,49.2526843725672,1,1.49016642846051,970.042710741768,43.3637750256388,1,1.55257231472643,58.0037902409329,51.331140924757,973.780938434974,49.870259594958,1,1.88860103121472,969.289941174738,42.6092517039721,1,1.9757645659888,58.8849410954734,50.7422410006176,975.788680904645,50.0465310859961,1,1.97199079490444,969.6675088937,42.2860266380245,1,2.15915070404315,59.1305396145007,50.5119031480241,1102.29276895943,111.729537344828
1010,997.181907843927,49.9850946230472,1,1.60021813246979,994.000275933671,45.7505045543344,1,1.57574630209082,60.3811332997446,55.6548772237986,996.098867269881,49.9518962793382,1,1.90109792583849,996.952650659659,45.9527800122773,1,1.78401135229947,60.2992913031897,55.7152515735137,1005.08374617398,50.9143852194814,1,2.02323646020748,995.772800054077,44.0871817462263,1,2.04980259393159,61.3234620791444,53.723895603425,1005.86988542252,50.8314139510002,1,2.04933204346233,997.682728383165,43.6347953705189,1,2.12699138949336,61.5681222516976,53.3135334117456,1133.78684807256,125.77848302135
1015,998.833504869749,50.6716721461071,1,1.85660015528922,1001.5698793729,45.114117822733,1,1.87192627904641,60.8866111390762,54.6852888377487,994.821719336844,50.3987726375383,1,1.88100982991976,995.049291626605,43.1023175198588,1,1.86175547169773,60.5512003474738,52.4507667789403,1006.43426640293,51.5463843002493,1,1.49364346012366,1000.96370009844,40.9316199798374,1,1.55013548085315,62.1260677686894,50.2776628495166,1009.09516594628,52.1946043154773,1,1.55331042151162,1004.1254073058,40.2590726152126,1,1.58897102290636,62.9069010644011,49.585080815833,1121.97656840514,117.691136248114
994,945.224236172549,49.0943122334407,1,1.3482854276827,946.459306378281,43.0120466016796,1,1.40348161925696,58.4209137326786,51.7431989258674,937.152526191301,48.437225790534,1.32152831489045,1.20247798697978,930.236697924346,39.3928739431255,4.23430073404149,1.20410965042718,57.7509405346114,47.7830974330121,942.721838130935,49.0838138673461,1,1.1991860645987,934.1305061282,39.7537932755474,1,1.26450063863849,58.4358791085074,48.2344743081565,944.81353724937,49.379515196567,1,1.2071409505266,938.20554823697,39.5978701414361,1,1.32778104122845,58.850365655631,48.0994106598716,1066.86192995717,107.374525175218
978,1025.65357671419,50.9589149357465,1,1.72893986598013,1026.63178155898,47.0656100294721,1,1.79728217612384,61.3138462391774,56.8787031855653,1015.60256135137,50.1825094063641,1,1.70516578170018,1019.14080783709,44.8740709337121,1,1.76299613601544,60.8221552316133,54.7338672010499,1020.61152044628,50.6641145234136,1,1.53763438247369,1017.63252502231,42.4953187665409,1,1.65450693200276,61.5072808746624,52.336195999835,1019.98518903064,50.7532778179973,1,1.45910516028424,1019.57549466113,41.007517655268,1,1.75568386136088,61.5800427790768,50.7186298630117,1161.34416729655,122.414782412238
1013,1086.86496838133,51.5542578449772,1,1.40993234453668,1087.69187798204,43.9406644950043,1,1.39261230247945,63.2216793158345,54.543668839521,1085.44280240925,51.4949902476126,1,1.3163581895596,1083.56109357267,42.4216437058561,1,1.3910011030832,63.5483157325493,53.019505897544,1087.33574080347,51.699553905718,1,1.40404764558715,1086.9154162429,42.4222731065762,1,1.38956881684527,63.8145201694766,53.1288888957851,1089.55093370888,52.0084840020466,1,1.47034249446928,1086.79727914718,42.220793455639,1,1.46750669928188,64.3755611468324,53.0754957374567,1247.95288485765,134.952782642111
1017,951.314131943666,48.7732503110308,1,1.30255091068137,950.212693906555,43.003581927105,1,1.26051662550797,57.752765958134,51.4126171530285,940.41004725322,47.8817900168258,1,1.50024724122872,940.257290763051,39.6394480287909,1,1.4971012782591,56.635209135684,47.66581849158,940.195465947839,47.8429994614867,1,1.46437876910976,941.162592104518,39.3877553747696,1,1.57348381677299,56.8308847969797,47.482729893075,942.320249056398,48.1177597040897,1,1.49626699943444,941.675960750414,39.0731098127523,1,1.60369801546707,57.3059953197648,47.2757772060566,1082.60896951373,108.565615216786
1000,1059.3515207306,51.0712117274393,1.06774985425133,1.8128782767796,1052.97304024197,44.017013974676,1.30319893697835,1.76664425615189,62.4845051253084,54.4301824818363,1051.80192018078,50.4713286576146,1,2.07202551093867,1052.38778030515,44.887183786388,1,2.04295221144726,61.7818708173396,55.3701221143875,1056.94871272152,50.9632971385452,1,1.74235386137334,1055.41785878422,43.3794387003276,1,1.94740126784558,62.3689820719886,53.7780215629548,1058.40102139181,51.1089319003178,1,1.8018540218589,1056.14734458183,42.8042645987501,1,1.96996052079417,62.667852401175,53.2054830517925,1212.52204585538,129.735691119734
1061,1210.31163367105,55.5262095518707,1,2.55419240289505,1210.50398121926,51.8806666379916,1.0603490939593,2.52218687173785,68.0248604654571,63.8167194468172,1204.43216331421,55.134686881761,1,2.22404835364224,1205.90683114935,51.7740697425502,1,2.44381717930709,68.2592307972463,64.0241189682392,1209.34606097456,55.6451148297142,1,2.2454760192298,1207.15711494112,50.2234158679355,1,2.35662586659488,69.1890603312473,62.6094512022985,1214.7755998938,56.5645313703789,1,2.18897599962006,1208.0760168457,49.6986457683229,1,2.38166575216398,70.3812241093624,62.2106402715712,1366.05568153187,154.30783355663
1043,1066.92530071706,51.5028271863093,1,1.40219280178282,1067.15190177048,49.1266039387104,1.00527376850554,1.38187346802143,62.1103791744344,59.4658735599029,1060.42669242603,51.0429348594018,1,1.85994736739906,1060.83510149723,46.0200308718703,1,1.88875445098612,61.5207422693343,55.8096552347622,1065.34021483099,51.5387433839862,1,1.8001213423067,1062.90276336431,44.1260134754377,1,1.88015069197322,62.1084626833987,53.7958022863465,1067.14801014924,51.5975020996759,1,1.81020542564597,1064.56598387809,43.6065327480669,1,1.97686764144908,62.2702676734152,53.3175537707991,1216.45880574452,120.858973784081
1011,1009.7472356058,50.1945551574204,1,1.93926709921045,1003.4339658914,43.9633646656684,1.40714728551546,1.96742897546848,60.8221116631205,53.7619012001801,1009.86300355178,50.319211928801,1,2.20772785377389,1005.94392491014,44.845655019197,1,2.22871778632349,61.0769337882281,54.7462942726299,1014.70903294928,50.9125939530882,1,1.8681740635891,1010.91859170318,43.5697258092535,1,2.01990273133484,62.0196776818451,53.6572476866516,1041.96866090171,58.8357340717266,1,1.62574338243274,1012.08906097986,40.4139834183298,1.05223478229779,1.84560821441148,71.4288640871711,50.4047524853904,1149.53388762913,130.743496413078
1040,997.98329704218,49.4419756156823,1,1.51564638206915,1000.75725118306,44.9959307361227,1,1.44985537189879,59.733633739994,54.8228429619282,994.906005583708,49.2156384502063,1,1.7705721793851,995.059124782259,43.4618794049012,1,1.60116993207947,59.3389430240439,52.9709004913675,998.486437005736,49.5782775331567,1,1.82024150265925,996.149011844436,42.454337069901,1,1.81713881334472,59.7505826006302,51.8775334086933,1002.74664245936,50.4518699154224,1,1.93915247774241,996.576169969957,42.2238055141967,1,1.89835781301137,60.8845930130411,51.6587691254624,1145.59712773998,120.318745467634
994,1014.94107501973,49.8640710930383,1,1.57514286407728,1017.32621159382,45.4866046469825,1,1.57645368297266,59.2333675378858,54.4503873643928,1014.92709753496,49.9161533895055,1,1.70741122750562,1012.97666072486,44.4340161270898,1,1.70194012681434,59.2593466391923,53.1940707864322,1018.10436510023,50.2247887465547,1,1.63039979112976,1014.15712936202,44.2507154229263,1,1.7475731001156,59.7493984702356,53.0410941388531,1028.29657749158,51.8188695795494,1,1.60905520691613,1014.36421766529,43.9876887574675,1,1.86044479743564,61.8505691304272,52.7996885820297,1165.28092718569,115.400832440672
1039,1022.3275390816,49.8597385796383,1,1.09724937428676,1027.55248788365,42.6100981689506,1,1.12979595150928,60.1766458252143,52.1312079414249,1021.60730971296,49.8023154209217,1,1.2646316980305,1022.05880402919,40.7763511702196,1,1.29133156835888,60.1962895287944,50.0158440663578,1024.24369048362,50.0634482125901,1,1.46018677066513,1023.27555044644,40.4720269498587,1,1.33108059172922,60.5118307715119,49.7621696642778,1027.4821177019,50.5352763024507,1,1.5792221476805,1023.47261034854,40.4876939418566,1,1.43717941473144,61.0880340935155,49.8231366989286,1177.09120685311,117.779940813115
1005,993.786516945335,50.0741788202325,1,1.44047680059499,996.561968123265,47.7868664904243,1,1.44869275867931,59.1455906618243,56.609350232948,983.052022510581,49.2549921721275,1,1.81689722522076,985.271823777371,44.6891575475169,1,1.80383394289772,58.3229217628227,53.3534382005174,987.904350535615,49.7213563182171,1,1.55517409438219,989.482972700711,44.8311742052724,1,1.92327417046053,59.2723462741168,53.5465606700749,1002.06179560826,51.9502293176208,1,1.27535645324343,989.218351233909,44.2158704939219,1,2.04161548806022,62.1878733984981,52.994531521671,1125.91332829428,109.747900923146
1066,996.831464051451,49.1687483688429,1,1.7632235157613,999.356702018273,43.7127085584182,1,1.74512391091966,59.7659176071923,53.6668270160297,995.457838319641,49.0765680165287,1,1.71653797243127,993.570699735849,42.4346211480495,1,1.76959175790072,59.6533189096445,52.2454214245457,1003.40391084895,49.8691866910696,1,1.94990641422294,999.5600545352,40.9811599138066,1,1.77962541422428,60.7247840819162,50.7203781089078,1012.21924477676,51.8092403121081,1,1.89359099137616,1001.36598446003,39.9747104258864,1,2.08317081949038,62.9517974602082,49.6319356430086,1149.53388762912,126.87733954152
956,847.911690804958,46.4954324857998,1,1.62312524282428,848.277880376671,42.6909501754883,1,1.57986531269727,54.6082762675125,50.5163745564134,847.371518892542,46.5336847490551,1,1.70535529882011,845.841756478962,42.3006163389122,1,1.82687079961364,54.6247118332137,49.9815116008982,854.487379404074,47.3852098269108,1,1.72095841769599,845.124148100976,40.4556081895332,1,1.91831972970231,55.572898784567,48.0655503074113,855.061501868815,47.3672620134075,1,1.70351547159167,845.589864970018,39.6946162634264,1,1.87305869603947,55.6839152065708,47.2975778019668,956.632653061224,103.697503907509
1006,1028.58375158229,50.0054248856229,1,1.34834433440007,1029.44979869008,43.2899200061231,1,1.33402736716039,60.1404126516924,52.6497795340698,1027.88660128579,49.9793535979861,1,1.73406111067144,1027.63784227852,42.318870803427,1,1.74744159187017,60.0723273990078,51.5411302219397,1031.004453676,50.3251609329699,1.95578897323873,1.37759522623743,1027.75421061195,40.0087357875283,1,1.5384949364953,60.9551782835084,49.2659821272757,1029.65923946288,50.2446296160515,1,1.38750790490583,1028.6646685611,38.9588170111149,1,1.46480418419888,60.995811982721,48.2541829286813,1184.96472663139,120.401604219833
