TrueAbun,EstF1,StdErrF1,ODTradF1,ODPercF1,StdErrFV1,EstF2,StdErrF2,ODTradF2,ODPercF2,StdErrFV2,EstF3,StdErrF3,ODTradF3,ODPercF3,StdErrFV3,EstF4,StdErrF4,ODTradF4,ODPercF4,StdErrFV4,EstSRS,StdErrSRS
995,907.828657207844,47.4179800098881,1.12059174819428,1.59556751026896,57.5474776446502,912.960491655764,48.0010370432316,1,1.54832650041809,58.2970718028044,921.439228501783,48.8948712362178,1,1.66676918295697,59.2365621649015,10839.288035563,1332133.63568218,1,1.56792158351047,1545233.36860048,1035.36785084404,133.241658539019
945,895.595811293031,46.6042837514715,1,1.41764455358719,54.3465832992254,897.13716182547,46.8254017909751,1,1.45180830219243,54.8958328491216,900.565273231299,47.2246704902903,1,1.26996750274445,55.2847360479584,900.456539435268,47.2989781378297,1,1.28912708054136,55.5210647297627,1031.4310909549,96.7851347249503
984,910.845543792152,46.9344548451808,1,1.89930095574954,55.8569042054727,908.91730537266,46.80246782322,1,1.36156389886119,56.2018736135931,908.178715769602,46.7793629211061,1,1.50019076466296,56.1970775145047,909.184257095135,46.9092439118443,1,1.53215070817394,56.4470896280313,1051.1148904006,115.167036185111
1002,973.812782094207,49.588499122953,1,1.63912332198977,59.2692530690665,958.283166703113,48.3767287054116,1,1.53808184359,58.2543963508531,960.171696791765,48.809619526339,1,1.66022727813485,58.7931661020189,956.60011266421,49.2166772465043,1,1.54786703177196,59.3120497419234,1102.29276895944,124.291328581214
1028,1016.32140764033,50.2340878247815,1,1.42487273586309,59.8955827080663,1008.98614509564,49.7849869721295,1,1.68862804001704,59.6667022621934,1018.92346216503,50.7128534463081,1,1.55236677205124,60.8908340030306,1016.99834356834,50.698442242945,NA,1.63183793841036,60.8830975978116,1157.40740740741,118.668821413199
1010,1071.21439281443,53.0905335591478,1,1.84555899811703,64.2758932849976,1077.3776697695,53.860219612622,1,1.84508005449257,65.2861107775316,1081.52209353589,54.334653306154,1,1.57205342141934,65.9074022339888,1087.50209652607,54.9117852859688,1,1.59144129522764,66.7514782881839,1188.90148652053,123.532900399269
1048,1119.2379517945,52.5475876648049,1.54651954432618,2.28688091310672,64.587218469834,1107.71883307558,51.7543605885999,1.29143442831939,1.90555302745975,63.7406660151571,1115.90427127773,52.4108978088365,1,1.69329620625245,64.7019654457227,1120.58996763195,52.9161601331963,1,1.93071115036356,65.2487901200611,1279.44696397077,141.286991132485
964,920.751031213025,47.3212222241749,1,2.04522869102667,55.8694159067858,915.0823033502,46.9173180859838,1,1.96528715122541,55.7946769706334,917.970510639411,47.1704485892075,1,1.87482589994246,56.1227285541772,919.162200760243,47.2691535114745,1,1.84654673642971,56.5144834770277,1058.98841017889,121.91509926707
995,1206.41829372819,55.1972176663656,1.02851894777323,2.33677204622293,67.9707151233092,1193.7928881114,54.2991899093417,1,2.4528455446052,67.026525990957,1197.29388225851,54.8176297098639,1,2.64975643193445,67.7288506840018,1196.01432922201,54.9241760367566,1,2.88585677136842,67.7786533785714,1366.05568153187,151.505386154673
996,1008.52799484297,49.4507606671723,1,1.53561487508531,59.8997222841814,1006.65888805239,49.370108976429,1,1.51533209565312,60.0254102104794,1008.3730215882,49.5714074795425,1,1.61451875544295,60.1518697961114,1032.37100437728,56.2986588688688,NA,1.76484213716838,68.0375569392142,1161.34416729655,130.474939295278
1034,974.460253696113,49.7154577964717,1,1.3571119668434,58.6367675796485,965.360280950332,49.0334582140152,1,1.54300203911609,58.0798446903146,964.791618630219,49.0435799644069,1,1.35009461670739,58.2691230691954,963.915796725503,48.9058777232899,1,1.26292560777882,58.3003271389155,1102.29276895943,108.147827547689
968,1032.07048915577,51.8665439527333,1.23036431809582,2.35907921120344,63.9955905772158,1050.95351388209,53.6761580131424,1,1.90305102379434,66.0972992850913,1042.86311658889,53.2109738252935,1,1.86111005931933,65.7612925343428,1077.03829431285,73.3651330256839,1,1.4713994531512,88.872889631896,1149.53388762913,144.622723534631
1014,1035.11308566279,50.4117737349535,1,1.14002423956912,61.4529300240836,1029.02068139232,49.9745527287082,1,1.47763694424168,60.8698069545997,1034.82998094618,50.5239557592169,1,1.20982039135731,61.6972943251485,1041.76096784501,51.7326443174285,NA,1.32514441477771,63.1373984288401,1184.96472663139,125.580663591687
1021,954.078275981967,48.6270993358664,1,1.24879157183174,57.7478957707935,954.203347542542,48.703287853251,1,1.49555240142394,57.7275877049409,957.169489495046,48.9944683857521,1,1.56630449691655,58.1127746577209,961.11373914904,49.654953926334,1,1.63018196379061,58.9347240625228,1090.48248929201,104.880508266118
942,935.913289215125,48.5043265252357,1.0178434842874,1.20118448618081,57.4378424116355,934.711465318605,48.5339335186312,1,1.69832879527261,57.3178323024692,937.772763613948,48.8294325924904,1,1.43703373441705,58.2187162597044,936.291482865967,48.6575389718634,1,1.16708298066384,58.2786984957374,1062.92517006803,110.559804788012
1000,1118.14604282997,52.5965679233611,1,2.53074134097726,63.8827189419745,1138.96258368287,54.5220013547991,1,2.21095378379232,66.3055082323863,1137.81880245096,54.3773196542543,1,2.03048423819764,66.6673580826112,1139.12465538601,54.6256887245187,1,2.06450102698983,67.2134605257479,1275.51020408163,147.311559032344
996,1084.69102800253,51.9493187105303,1,2.01817879451387,62.7217244159253,1077.77058493494,51.4662891398554,1.4298987094701,2.1269926045571,62.3912131766561,1085.877130687,52.3874992670243,1,1.99195399583456,63.3188732183509,1097.15120832797,54.3580936304229,1,2.00037323144113,66.0825635710744,1236.14260519022,133.324705069593
1002,984.175610355858,49.6873307443302,1.03042969457304,1.36903179321945,60.0078879838614,972.414712777985,48.7343401281237,1,1.37463048180752,58.8690110325954,974.781785178814,48.9782984905153,1,1.57375326375211,59.0353994757567,990.531097332921,52.5228965360756,NA,1.6859410977104,63.3134505245873,1118.039808516,124.295211006893
979,948.441848628289,48.4619070620249,1,1.55962651815491,57.3617133996322,956.414258384865,49.328455336244,1,1.55793980836286,58.5281169910695,957.005720481301,49.4323206189854,1,1.62742814964344,58.7080547923695,958.886101998739,49.5939637836807,1,1.91888275379634,58.7697405893848,1082.60896951373,110.364220938679
1003,916.77578900854,47.8483880311761,1,1.54841064177126,56.8819621756558,905.548863150981,46.9302818122887,1,1.41113959126887,56.332052204262,906.900023992142,47.0547143766787,1,1.32914408754087,56.4575439725204,909.184491296542,47.2658343832546,1,1,57.3359823347423,1043.24137062232,115.861196229507
957,1101.52861184635,52.4508001979533,1.04668361138615,1.68665443008645,63.8667828895019,1104.11414552731,52.7032782980122,1,1.80733822251794,64.346773809853,1114.64341216167,53.8865341071954,1,1.70276625685214,65.8909664938129,1121.56570029878,54.6560112184915,1,2.02303795244015,67.0119250697873,1251.88964474679,138.087264851244
1065,1155.7781497511,52.8174653444903,1,1.13710799608592,64.9909974349772,1153.97730881189,52.7756224500689,1,1.38274573239921,65.0752648095956,1156.18499681522,52.9849155098432,1,1.43911987238379,65.1710209172047,1157.71004513381,53.2082295152744,1,1.50534818962859,65.5275690465538,1334.56160241874,132.831172157324
996,1122.626158347,53.0013248990581,1,1.12698083631016,65.6067554436767,1112.42154460269,52.2632820728514,1,1.40508252679183,64.4344120470728,1116.96635338794,52.6041335314051,1,1.54655251947863,64.8188322634104,1121.35649895749,53.1834955457097,NA,1.48940641351398,65.5142014443235,1275.51020408163,137.554183441182
963,984.008744910914,49.275803741081,1,2.12710631004364,58.5478461120516,975.173748464676,48.5904507213272,1,1.59792346017221,58.7961781165548,978.938040179038,49.0051474913343,1,1.49490213695977,59.4797559371405,985.845263637796,49.9339039035124,1,1.49292617066636,60.5473090125019,1125.91332829428,127.424792214638
1032,963.545303135865,48.652951248131,1,2.28016757925843,57.8739058227018,972.039957498607,49.5340720630132,1,2.01273798937552,59.5029862111421,978.088328820342,50.2014592149444,1,1.93349539099494,60.2725560772174,1004.02912682854,57.1355014527125,NA,1.91337914012329,68.2489717322255,1102.29276895944,121.368389622413
1052,1018.66471877098,50.1081908947228,1,2.01686556853286,60.130826439009,1020.47658467268,50.4064725183442,1,2.14645806137922,60.575761725724,1026.2408747813,50.9386927840568,1,2.01831734570037,61.1909656383104,1048.23171242163,93.7431641320822,1,1.94456331395046,110.20072107249,1165.28092718569,117.78480605101
950,954.274364218894,48.8581428843757,1.08953874688326,2.79780202440649,58.1537763397036,946.051561930742,48.2682412240181,1.45694086875909,2.51241092129194,57.6475053107874,965.861200833029,50.4396251862451,1.16407795025067,2.00870908525254,60.7925369791305,988.262171072285,56.4830218794676,1,1.87562845818215,67.6116867836417,1082.60896951373,126.773893695502
988,1080.86300255125,51.6049515398967,1.03783179755884,1.65450111469027,62.4088069401612,1083.32078374986,51.9942753481759,1,1.71080167446317,62.8898185008243,1084.24415088912,52.1307625253813,1,1.80829343755964,63.2685531240396,1093.06846105522,53.5892232098842,NA,1.54855707649553,65.1993953645969,1236.14260519022,125.540069305287
998,1050.23938157436,51.0602755726871,1,1.76037757203731,62.667092064469,1051.66000696896,51.3351006742984,1,1.77445449335776,63.0089882451859,1055.2310022003,51.7204981341045,1,1.6518241652568,63.3180354561354,1083.39802829639,56.1781938293677,1,1.62123312460835,68.7338734883298,1196.77500629882,137.293164022564
1042,1019.02898155706,49.9152265423619,1,1.26318468973779,60.1617518022794,1015.26583458743,49.6680416069262,1,1.26676096334919,60.0137408093538,1019.35856207623,50.0624176499459,NA,1.39483364323616,60.6241255126254,1020.11753863389,50.1973064557436,1,1.33442887135837,60.9162997195299,1169.21768707483,119.63700464441
982,991.368398453324,49.5433810704805,1,1.83638318545907,58.9064876183026,989.161549090125,49.5097015358566,1,1.64220543016279,59.3116247672722,994.184870395053,50.0760687029515,1,1.80863499768389,59.9651499004211,992.333443913917,49.8980708815424,1,1.51790668465096,60.1738507364795,1129.85008818342,117.000959192769
1047,1108.33494399837,51.8311986635047,1,1.47959604987514,63.8284233439582,1104.36490998345,51.5559988969179,1,1.66458175081541,63.6525265568382,1111.65335498986,52.2808148728907,1,1.48500021090081,64.7192259312728,1105.63107565731,52.9284038423568,NA,1.64467798221656,65.4085631292244,1279.44696397077,140.794306565118
1007,1082.94408470103,52.0033716085566,1,1.52156925145393,64.6110496997318,1089.92173913468,52.8545344894431,1,1.62446755910727,65.515636540206,1092.86476626135,53.1579083045851,1,1.67358255429255,65.5994121929482,1095.53088466641,54.325935662079,NA,1.7780367853,67.0239112688224,1228.26908541194,160.958529192825
968,910.663800945019,47.0745912997261,1,1.70868012941123,54.5699689987793,921.587089354564,48.1943399131578,1,1.84982878067263,55.8851684331114,925.097012946997,48.618772675174,1,2.05234322498145,56.5485294126183,923.13782869584,48.4329917496827,1,1.78408853094239,57.0452606647976,1047.17813051146,105.944564782871
942,853.110707641624,46.3509169014063,1,1.30639090456223,55.3980574769839,851.95183745594,46.4857961121636,1,1.19129247473095,55.6882128050587,848.406803131398,46.1747428750132,1,1.32573004794701,55.2518154930687,853.114075408597,46.6490900967891,1,1.55037857532076,55.8311247620518,964.506172839506,116.4449053337
987,939.147331907205,48.0775600521547,1.04897077033758,1.28501942109642,58.3341827122164,928.644681341715,47.2409849793262,1.47030746393971,1.40717125071263,57.4138705963382,932.567479685153,47.6121683385542,1,1.4125761288682,57.8099381662856,932.891167586224,47.6460078199634,1,1.37148656165444,57.882720259644,1074.73544973545,123.811481452763
1030,1011.31840920803,50.8572969877379,1,1,61.4859641651013,1015.78695658813,51.4492151821713,1,1.10136588147955,62.0628697795565,1011.69702745399,51.1829737283336,1,1.08390041166716,61.6775586798828,1014.56015612983,51.4709913175936,NA,1.19951349269064,62.1219796995239,1137.7236079617,114.195729526729
1072,987.087512723673,49.2689635262903,1.02846891552303,1.54939727771095,59.2235181020321,984.377991732625,49.0915531887557,1,1.393248340462,59.2642845970292,987.797752360054,49.5225704344024,1,1.4108679829075,59.7912208366463,993.307769188074,50.3300689333166,1,1.38088618681803,60.7569781980382,1129.85008818342,113.891071164875
1029,963.642890233956,48.4051512991673,1,2.12016557113966,57.4346791072934,963.841017809976,48.4694196596358,1,2.23212611141484,57.5631170687151,967.154792089643,48.8069898668313,1,1.92134121513704,58.0651931607578,972.776464369349,49.6150715040303,1,1.80602659891017,59.0271203466292,1110.16628873772,117.491850659358
1076,958.080390833238,48.3116965904851,1,1.76602801828651,57.8654739591075,957.436421612709,48.2602124747915,1,1.56736464212227,58.0243404482317,963.927979070423,48.9089890856159,1,1.48817657409016,58.7396831299401,963.584051149022,48.9528310493635,1,1.5629435152857,58.78081130632,1102.29276895944,117.193359173442
1018,969.571900826206,49.4533296915748,1,2.59549416343693,59.1533114762498,962.473932287293,48.9377021094506,1,2.16390235005024,59.0326875086619,964.234304438467,49.1301200210727,1,1.99956357627671,59.3924179617809,963.9134318596,49.1204568411074,1,1.87290622343326,59.620519693537,1098.35600907029,123.823173500852
944,846.017964242571,45.5515339556313,1,1.14517891220271,53.702078495904,844.221852795194,45.483194107031,1,1.22538695620736,53.706775749443,844.355326072689,45.6094798824753,1,1.37414572208723,53.6512654014158,842.789609325438,45.4720935718102,1,1.39027407340472,53.6054238144867,968.442932728647,101.579161215392
1061,1077.94670945464,51.5511233955043,1.18089862636568,1.50232319222542,62.765355146108,1069.40733773526,50.9408029488442,1,1.55719886446817,62.026808244356,1070.12950784467,50.9731325414186,1,1.91740429969925,62.1456598538855,1073.79042917294,51.3879306705923,1,1.90115599731697,63.0119984561485,1232.20584530108,125.728517610644
1011,1064.54265440935,52.0923585969352,1,1.47437036579253,63.0688056744048,1063.51271925479,52.117051985576,1,1.7628095461149,63.0950719651873,1060.22840872279,51.9737107669678,1,1.68967244593265,62.9787655116399,1064.93601533206,52.5955681568572,NA,1.62756652973823,63.9387168189142,1200.71176618796,127.583984022229
1022,1051.19913276722,51.2175210049635,1.23605840546044,1.55033403395378,62.0397400257192,1049.29613569619,51.1509258020163,1,1.57732320719881,62.0591361803746,1053.11542817972,51.5529400552801,1,1.70338484224812,62.867187091227,1058.98203891541,52.3015553097087,1,1.64570397323444,63.9159323620731,1196.77500629882,136.955326606578
1031,1065.556130289,51.510855922862,1,2.17325530209802,62.7223654962331,1064.38282018053,51.526317394991,1,2.38298498522155,62.722540111398,1069.71629827149,52.1046986004931,1,2.02669364331577,63.7423752654342,1073.66681493663,52.5451581481992,1.13543041445363,2.10408802644316,64.4567713729562,1212.52204585538,144.43574873192
948,1019.68004894112,50.4964622347537,1,2.42128523054404,59.5903734304419,1020.2143492903,50.7595510499375,1,2.50030560751452,60.2267763904913,1021.60714919018,50.9335775103004,1,2.44257914073446,60.5790815391863,1027.99061845416,51.49541440297,NA,2.62733425028817,61.2685412645167,1157.40740740741,115.503584205423
1009,1092.75485224834,51.5687644052833,1,1.39921293187113,63.8458042650222,1090.52028249002,51.4566076532251,1,1.68983761910807,63.9042710382904,1093.87165588543,51.8113611782983,1,1.47305481157102,64.4068217342918,1090.38252194856,51.5465426080195,NA,1.53407223521206,64.1507484276067,1255.82640463593,144.396695551484
