TrueAbun,EstF1,StdErrF1,ODTradF1,ODPercF1,EstR1,StdErrR1,ODTradR1,ODPercR1,EstF2,StdErrF2,ODTradF2,ODPercF2,EstR2,StdErrR2,ODTradR2,ODPercR2,EstF3,StdErrF3,ODTradF3,ODPercF3,EstR3,StdErrR3,ODTradR3,ODPercR3,EstF4,StdErrF4,ODTradF4,ODPercF4,EstR4,StdErrR4,ODTradR4,ODPercR4,SRS.Est,SRS.StdErr
1016,1021.33181972397,50.0290462156446,1,1.81579415702812,1028.36088516478,47.8809131125182,1,1.90153825776842,1014.65845029232,49.5275861372035,1,2.04657980917487,1017.52726974083,44.2097897682954,1,2.05383646446706,1027.76898365353,50.9584468580797,1,1.79876347444151,1019.34154285272,42.1013746413596,1,2.10078369566313,1072.16273303545,65.1672391564899,1,1.65126940670272,1021.22747476446,41.5580001950367,1,2.05815570006105,1173.15444696397,121.936619858772
998,1104.48754406556,51.7890875085759,1,1.37720758995657,1104.96475019432,44.2234702612593,1,1.4053624072097,1102.14840118908,51.6332234791057,1,1.37027265750945,1099.35099603991,42.2184900381075,1,1.37521903761329,1104.54371147373,51.8599807052014,1,1.40030256048519,1100.48574028127,41.7966902157424,1,1.47175326690679,1106.08315154774,52.0543353319544,1,1.46426963519572,1100.64917536688,41.5573014447407,1,1.56639089314304,1271.57344419249,142.846082817393
1022,1000.57265028795,49.6352250984013,1.16465681749971,1.44209108151958,996.31249128587,50.0947593802784,1.2037232141058,1.45114805361251,992.441853872019,48.9965222562145,1.12535718296321,2.25257698781422,995.276116618878,49.5011208534042,1.03352523835517,2.52762579678111,997.550569285456,49.5026829422106,1,1.7719500855159,994.294051469477,46.2572532039407,1,2.1629877754294,1004.83989610608,50.5543089850429,1,1.65069905132676,997.130371422354,43.1102547831274,1,2.16961804747394,1145.59712773998,128.510432813745
1001,1106.80089177113,51.9856262536002,1.34162409897752,2.42178352098141,1109.73716735843,49.983225205744,1.103749313238,2.6541808209074,1109.65542805406,52.362154968808,1.79292758053869,1.65540792646905,1103.83840149362,42.1080066860843,4.98078516485914,1.62360376064838,1113.23507156271,52.6883356710524,1,1.54285197732041,1108.56237282908,41.1305227622734,1,1.57680584486362,1132.51817965219,187.638549106701,1,1.43706243063772,1114.84007736865,41.1418157750596,1,1.63156699347603,1271.57344419249,131.445876993567
1035,1068.38881110796,51.6318753525277,1,1.95829111527503,1066.72342907152,46.9325488111501,1.09971694930597,1.94748514698446,1059.93296866498,50.9921569133478,1,2.25711392081682,1062.51338255026,47.098903700179,1,2.25581246172705,1063.25327900817,51.3712628296875,1,1.89515551979572,1065.30589055504,45.8591907001414,1,2.18043085000992,1061.27575300685,51.1995030701889,1,1.86543148556658,1064.23503649991,45.2394517730533,1,2.24987850723259,1216.45880574452,134.552896466245
1016,978.982938660416,49.1648411176435,1,1.97855939017828,984.848679762053,46.3153668849263,1,2.0151767173486,974.663579013188,48.8292280932583,1,1.65901657704564,976.74610253775,45.0874786934031,1,1.95765870412734,977.396748168106,49.0915767175873,1,1.72195890763208,978.766367829823,44.3925449786298,1,1.96659294042352,977.587162304096,49.2964349696239,1,2.09263735145877,978.436277231071,43.7968447884443,1,1.98759956192953,1121.97656840514,108.473715800626
1024,1026.68186471005,50.023728522195,1,1.95146885431261,1026.3249631624,45.3530521067604,1,1.96968540112099,1026.08665740715,50.0185341234682,1,1.86181275143906,1025.49974246571,44.6332414691139,1,1.97386834592441,1030.1839015503,50.4167693215428,1,1.61453742836312,1026.12283758524,44.0989507312991,1,1.96436405886255,1033.55837562935,50.7815432734886,1,1.5896707548376,1030.72849176874,41.319512946093,1,1.69776043755499,1181.02796674225,128.319488951383
1022,1072.34842084111,51.1884341896173,1.13486523544217,3.07329233311076,1074.26967217754,53.0143622483249,1.12221066229446,3.04607064081343,1069.00020945729,50.9824606894543,1,1.88480695355528,1062.90525446834,46.6572863727359,1.0237217420672,2.03136971334912,1072.79878363283,51.3546101986199,1,2.45350672052195,1074.92000590539,45.2985080184525,1,1.95598230259191,1066.90216414956,51.3230509236762,1,1.47872124288768,1075.02287705808,41.5540432681025,1,1.86672632623431,1232.20584530108,128.281798983551
954,872.99597989696,46.3008287493809,1,1.59295714302687,876.128874719066,38.0623582807343,1,1.25120720287906,871.56328967014,46.1950145453778,1,1.77856869862721,871.926423003384,37.1779042293505,1,1.7556191995076,874.727747714237,46.5694509523729,1,1.68784750550282,873.076412611132,36.9664914446818,1,1.84370287980354,880.955981327315,48.3434365934857,1,1.48464117033043,874.492927116059,36.5233478684299,1,1.82248888618989,999.937011841773,104.559958588787
984,975.267957319706,48.5825585247167,1,1.58561275723698,985.599003462065,43.0847480031245,1,1.48432085889728,973.3135856992,48.4182630179563,1,1.58094477219265,975.043746017098,40.3465207927328,1,1.59054959821928,975.832051764266,48.6778678228126,1,1.6479559066529,977.594386282685,40.9560982792624,1,1.72674088408218,970.789247177532,48.2246153462076,1,1.45049836852413,976.584555557797,40.3264074685832,1,1.78140726936804,1125.91332829428,114.094002786588
