TrueAbun,Est1,StdErr1,StdErrGT1,StdErrLT1,Est2,StdErr2,StdErrGT2,StdErrLT2,Est3,StdErr3,StdErrGT3,StdErrLT3,Est4,StdErr4,StdErrGT4,StdErrLT4,Est5,StdErr5,StdErrGT5,StdErrLT5,Est6,StdErr6,StdErrGT6,StdErrLT6,Est7,StdErr7,StdErrGT7,StdErrLT7,Est8,StdErr8,StdErrGT8,StdErrLT8,Est9,StdErr9,StdErrGT9,StdErrLT9
992,988.725687382161,50.5269281018555,50.5269281018555,50.5269281018555,988.725687382161,50.5269281018555,50.5269281018555,50.5269281018555,988.725687382161,50.5269281018555,50.5269281018555,50.5269281018555,988.725687382161,50.5269281018555,50.5269281018555,50.5269281018555,988.725687382161,50.5269281018555,55.4620338754954,53.7299044002948,988.725687382161,50.5269281018555,52.6905231700973,51.7617490473667,988.725687382161,50.5269281018555,52.8876026343703,51.7066257084996,988.725687382161,50.5269281018555,56.1011083915401,52.9463253507481,988.725687382161,50.5269281018555,60.0871995351516,54.0618178697358
972,863.50750772841,45.9470697901019,45.9470697901019,45.9470697901019,863.50750772841,45.9470697901019,45.9470697901019,45.9470697901019,863.50750772841,45.9470697901019,45.9470697901019,45.9470697901019,863.50750772841,45.9470697901019,45.9470697901019,45.9470697901019,863.50750772841,45.9470697901019,50.5320439396967,48.952792998737,863.50750772841,45.9470697901019,52.7173686383218,49.9408694501602,863.50750772841,45.9470697901019,55.3174750162225,50.8765696956306,863.50750772841,45.9470697901019,58.050509592637,51.5192080566708,863.50750772841,45.9470697901019,63.8321067992205,53.1055804096961
983,954.409208558762,48.6330271484255,48.6330271484255,48.6330271484255,954.409208558762,48.6330271484255,48.6330271484255,48.6330271484255,954.409208558762,48.6330271484255,48.6330271484255,48.6330271484255,954.409208558762,48.6330271484255,50.6832223745936,50.105067674931,954.409208558762,48.6330271484255,55.8197348345937,53.3667067313527,954.409208558762,48.6330271484255,61.0139222405803,56.0426989080964,954.409208558762,48.6330271484255,62.9987019694812,56.2863377848653,954.409208558762,48.6330271484255,69.0248672728913,58.2588002116283,954.409208558762,48.6330271484255,66.369106286439,55.6394655102982
1044,1056.04170429465,51.2827104485704,51.2827104485704,51.2827104485704,1056.04170429465,51.2827104485704,52.3315376896095,52.1818541791021,1056.04170429465,51.2827104485704,56.1638656063137,55.1523623266068,1056.04170429465,51.2827104485704,60.878421262968,58.2893907615141,1056.04170429465,51.2827104485704,64.4793882442784,60.0965597495295,1056.04170429465,51.2827104485704,68.9306022157778,61.9717052797686,1056.04170429465,51.2827104485704,69.9123859351118,61.307102857191,1056.04170429465,51.2827104485704,76.8795649101572,63.5110957435285,1056.04170429465,51.2827104485704,84.6363217456585,65.1843915532261
1012,1140.11096302198,52.8200251473728,52.8200251473728,52.8200251473728,1140.11096302198,52.8200251473728,56.0852291527991,55.6296382471941,1140.11096302198,52.8200251473728,60.1922764194023,58.6963838588224,1140.11096302198,52.8200251473728,65.2536028012943,61.964472350964,1140.11096302198,52.8200251473728,71.9582898263301,65.7981381445601,1140.11096302198,52.8200251473728,65.2176239336774,60.2377739249185,1140.11096302198,52.8200251473728,72.252464379233,63.3391192085571,1140.11096302198,52.8200251473728,73.8771852947148,62.7712175206049,1140.11096302198,52.8200251473728,87.6559161625971,67.4946592131856
1057,1007.2754854915,49.2369504788942,49.2369504788942,49.2369504788942,1007.2754854915,49.2369504788942,51.0692837001688,50.8125714635949,1007.2754854915,49.2369504788942,54.8063025725939,53.6726703552897,1007.2754854915,49.2369504788942,59.4062999641506,56.7100017982586,1007.2754854915,49.2369504788942,56.90981142576,54.3229215741303,1007.2754854915,49.2369504788942,59.0101147046846,55.074052415066,1007.2754854915,49.2369504788942,64.2655279779424,57.3298438371897,1007.2754854915,49.2369504788942,72.8015013138245,60.609722526498,1007.2754854915,49.2369504788942,90.2122213087133,67.1304223636831
1038,1078.39377310941,51.9489101265093,51.9489101265093,51.9489101265093,1078.39377310941,51.9489101265093,51.9489101265093,51.9489101265093,1078.39377310941,51.9489101265093,51.9489101265093,51.9489101265093,1078.39377310941,51.9489101265093,53.4142109260831,52.9975951039666,1078.39377310941,51.9489101265093,58.9167550584974,56.5210221898931,1078.39377310941,51.9489101265093,62.3733821657641,58.119362260781,1078.39377310941,51.9489101265093,56.8875597071298,54.469474626271,1078.39377310941,51.9489101265093,59.0345059376006,55.0855827596828,1078.39377310941,51.9489101265093,70.2204590546048,59.1057240217652
1028,987.919193868962,49.5183786758668,49.5183786758668,49.5183786758668,987.919193868962,49.5183786758668,49.5183786758668,49.5183786758668,987.919193868962,49.5183786758668,52.0249792383,51.4976087203717,987.919193868962,49.5183786758668,56.394517923456,54.5138601002726,987.919193868962,49.5183786758668,62.1441645258435,57.9523891684896,987.919193868962,49.5183786758668,65.7698901145817,59.3457326004493,987.919193868962,49.5183786758668,67.8789354817622,59.4182296208909,987.919193868962,49.5183786758668,72.4693508416448,60.427710392445,987.919193868962,49.5183786758668,87.5756201725872,65.7138327931485
1005,1044.65690150671,50.917544481053,53.1799639871216,53.0205414548366,1044.65690150671,50.917544481053,56.5197059001606,55.7489000816906,1044.65690150671,50.917544481053,60.6587953113841,58.7062981008813,1044.65690150671,50.917544481053,65.7608965065246,61.8758731016804,1044.65690150671,50.917544481053,62.5781408631098,58.6822321566173,1044.65690150671,50.917544481053,61.5630554357336,57.240642321194,1044.65690150671,50.917544481053,60.2991327358019,55.8104053717616,1044.65690150671,50.917544481053,70.4509260164885,60.0721478038944,1044.65690150671,50.917544481053,90.025377740849,67.5659191363566
987,961.844426591327,49.3882776958152,49.3882776958152,49.3882776958152,961.844426591327,49.3882776958152,49.3882776958152,49.3882776958152,961.844426591327,49.3882776958152,51.3209004448621,50.909628107062,961.844426591327,49.3882776958152,55.6366297648212,53.9087090935789,961.844426591327,49.3882776958152,61.3311575345428,57.3235166226419,961.844426591327,49.3882776958152,63.7155999297092,57.9617520052101,961.844426591327,49.3882776958152,61.9982203700154,56.008655748351,961.844426591327,49.3882776958152,65.757434905171,56.9125537215177,961.844426591327,49.3882776958152,87.5975935779975,65.480332083316
992,1008.08227342191,50.3466318651874,50.3466318651874,50.3466318651874,1008.08227342191,50.3466318651874,50.3466318651874,50.3466318651874,1008.08227342191,50.3466318651874,53.3956610964856,52.7538535654645,1008.08227342191,50.3466318651874,57.8725390752658,55.8122300221078,1008.08227342191,50.3466318651874,59.8366864265081,56.6172236593356,1008.08227342191,50.3466318651874,62.5450415424213,57.6079737210985,1008.08227342191,50.3466318651874,70.8366903943296,61.4166755797809,1008.08227342191,50.3466318651874,70.8932905037057,59.9673356315173,1008.08227342191,50.3466318651874,83.3151150948244,64.0234354808709
1031,1122.5338463684,53.2185972563285,60.3547357911595,59.8675400336687,1122.5338463684,53.2185972563285,64.1361578217395,62.6758489599236,1122.5338463684,53.2185972563285,68.8096146971866,65.7620855057649,1122.5338463684,53.2185972563285,74.5311065923037,69.0740659164937,1122.5338463684,53.2185972563285,81.1720368737223,72.3934646057927,1122.5338463684,53.2185972563285,81.0022152590935,70.3822194975138,1122.5338463684,53.2185972563285,76.3546180391115,65.7624855269267,1122.5338463684,53.2185972563285,78.719325533344,65.2991630137633,1122.5338463684,53.2185972563285,96.8945565191227,71.8061570244987
1022,1015.15081801979,49.5740995885596,49.5740995885596,49.5740995885596,1015.15081801979,49.5740995885596,49.5740995885596,49.5740995885596,1015.15081801979,49.5740995885596,49.5740995885596,49.5740995885596,1015.15081801979,49.5740995885596,49.6639469977929,49.6384456502017,1015.15081801979,49.5740995885596,54.7441658044195,52.9712063364886,1015.15081801979,49.5740995885596,55.6019755028414,53.1213349199892,1015.15081801979,49.5740995885596,59.543683067359,54.8308597783848,1015.15081801979,49.5740995885596,60.6290864815662,54.6382798329657,1015.15081801979,49.5740995885596,73.4357901764095,59.3574553175765
978,1010.85292667296,49.5049773012663,49.5049773012663,49.5049773012663,1010.85292667296,49.5049773012663,50.2523668762689,50.146435816047,1010.85292667296,49.5049773012663,53.9310676232723,53.0204135656376,1010.85292667296,49.5049773012663,58.4602338297573,56.06203123051,1010.85292667296,49.5049773012663,64.4416116155159,59.5814871188139,1010.85292667296,49.5049773012663,70.5337295820438,62.4576879954255,1010.85292667296,49.5049773012663,70.2638411376572,60.8671554449009,1010.85292667296,49.5049773012663,79.7964852534662,64.3964384976976,1010.85292667296,49.5049773012663,81.438256435401,62.9941878481998
1051,1013.35629915084,49.7871192151111,52.0042845749115,51.8487884484266,1013.35629915084,49.7871192151111,55.2701894211023,54.5193468969607,1013.35629915084,49.7871192151111,59.3175820242919,57.4164697789369,1013.35629915084,49.7871192151111,64.3015771278338,60.5209440141332,1013.35629915084,49.7871192151111,69.2297508062119,63.0126429866392,1013.35629915084,49.7871192151111,73.4181383929516,64.4006659925315,1013.35629915084,49.7871192151111,74.507841431357,63.4329690338591,1013.35629915084,49.7871192151111,70.3132717608999,59.5135913056045,1013.35629915084,49.7871192151111,78.2072600477916,61.5761447020824
1052,1189.49112780084,54.8231185561231,54.8231185561231,54.8231185561231,1189.49112780084,54.8231185561231,54.8231185561231,54.8231185561231,1189.49112780084,54.8231185561231,58.5018794770865,57.7279969617956,1189.49112780084,54.8231185561231,63.4218802303787,61.0689293815158,1189.49112780084,54.8231185561231,69.9128310697711,64.8979523518559,1189.49112780084,54.8231185561231,72.8955017931689,65.7094842376086,1189.49112780084,54.8231185561231,70.8404099725058,63.2986489103823,1189.49112780084,54.8231185561231,75.6652893526339,64.5102134133033,1189.49112780084,54.8231185561231,96.5693601938038,72.4050043245771
981,1003.10985631228,49.474369674441,49.474369674441,49.474369674441,1003.10985631228,49.474369674441,49.474369674441,49.474369674441,1003.10985631228,49.474369674441,52.3871154653768,51.7798248470401,1003.10985631228,49.474369674441,56.7371200342067,54.7676025995965,1003.10985631228,49.474369674441,59.7250267494887,56.300660489266,1003.10985631228,49.474369674441,64.9219707408108,58.8327572996682,1003.10985631228,49.474369674441,68.995187757159,60.0971778030604,1003.10985631228,49.474369674441,65.6588098824558,57.0290604146709,1003.10985631228,49.474369674441,76.1652916948556,60.4976349711772
1015,1033.68546330609,50.1988677758739,50.1988677758739,50.1988677758739,1033.68546330609,50.1988677758739,50.3463723052842,50.3253183746474,1033.68546330609,50.1988677758739,54.0318391025005,53.2380313726957,1033.68546330609,50.1988677758739,58.5707530468642,56.3149952073721,1033.68546330609,50.1988677758739,64.5817289845213,59.8751708906384,1033.68546330609,50.1988677758739,64.8011759064182,59.0199710630882,1033.68546330609,50.1988677758739,71.9381564260668,62.1029539293199,1033.68546330609,50.1988677758739,72.7800120281012,60.9887860723382,1033.68546330609,50.1988677758739,74.1736920004065,59.9873634837683
1042,1092.20588539923,51.7033373189732,51.7033373189732,51.7033373189732,1092.20588539923,51.7033373189732,51.7033373189732,51.7033373189732,1092.20588539923,51.7033373189732,54.5732315375594,53.9733937361787,1092.20588539923,51.7033373189732,59.1267115479234,57.1091284039005,1092.20588539923,51.7033373189732,65.1330781508861,60.7017054599968,1092.20588539923,51.7033373189732,60.0108780143578,56.6133030469036,1092.20588539923,51.7033373189732,62.1369688847097,57.1869158264046,1092.20588539923,51.7033373189732,65.4468485146622,58.0293222129515,1092.20588539923,51.7033373189732,71.598629558183,59.6473627088921
1054,1119.48764017099,51.8959582961632,51.8959582961632,51.8959582961632,1119.48764017099,51.8959582961632,51.8959582961632,51.8959582961632,1119.48764017099,51.8959582961632,51.8959582961632,51.8959582961632,1119.48764017099,51.8959582961632,51.8959582961632,51.8959582961632,1119.48764017099,51.8959582961632,53.7969478996364,53.1332057541114,1119.48764017099,51.8959582961632,60.5436373212738,57.0340842981057,1119.48764017099,51.8959582961632,63.5026926474805,58.0562564328446,1119.48764017099,51.8959582961632,66.8009999284392,58.8387549942044,1119.48764017099,51.8959582961632,70.7415386165334,59.4634177406667
1025,959.967568046938,48.0701719305052,48.0701719305052,48.0701719305052,959.967568046938,48.0701719305052,48.4344844416478,48.3828095459525,959.967568046938,48.0701719305052,51.9815340993315,51.1764374023428,959.967568046938,48.0701719305052,56.3530001624388,54.1346709973792,959.967568046938,48.0701719305052,51.5466153077732,50.3458142596199,959.967568046938,48.0701719305052,50.7522847698197,49.6315589046798,959.967568046938,48.0701719305052,55.1278746893971,51.7590958606827,959.967568046938,48.0701719305052,56.9966610484049,52.1364821420292,959.967568046938,48.0701719305052,73.0437141845992,58.4231882810203
