TrueAbun,Est1,StdErr1,ODTrad1,ODtrim1,StdErrOD1,StdErrGT1,StdErrLR1,StdErrLT1,Est2,StdErr2,ODTrad2,ODtrim2,StdErrOD2,StdErrGT2,StdErrLR2,StdErrLT2,Est3,StdErr3,ODTrad3,ODtrim3,StdErrOD3,StdErrGT3,StdErrLR3,StdErrLT3,Est4,StdErr4,ODTrad4,ODtrim4,StdErrOD4,StdErrGT4,StdErrLR4,StdErrLT4,EstSRS,StdErrSRS
1113,1137.69841981596,61.8882076396178,1,2.36130613685717,61.8882076396178,95.1007743303711,82.7372436903003,77.70536253968,1134.42783732006,61.6615629374672,1,2.11113273700823,61.6615629374672,89.5926327314383,82.6302530496101,74.791684262698,1134.12129945099,61.6222167805531,1,2.36130613685717,61.6222167805531,100.728663082479,77.6342363701063,80.5660907077743,1139.02101157854,62.0539948597488,1,2.80559765617878,62.0539948597488,103.93993488337,68.9253294756934,82.4036594392561,1380.95238095238,176.695570163468
995,1006.18671149071,58.1533300708027,1.17201173473073,2.23437261369527,62.9564990152944,86.9265390896295,78.3201931965279,71.7670030621636,1003.18622850878,57.9155416050451,1.03628734979236,2.53460275913872,58.9569788021715,92.2040661676061,78.2096883244779,74.4246480336639,1002.68399457481,57.8764836778666,1,2.23437261369527,57.8764836778666,83.7826476012422,67.2665233411737,70.0562335407277,1008.03192229265,58.7735880414175,1,2.14167568443142,58.7735880414175,86.0120022351373,58.7735880414175,71.5039754879375,1222.22222222222,156.154198582718
1152,1339.84558394783,67.4593003498122,1,1.47943565319237,67.4593003498122,82.0521325509298,80.3401831161398,73.971925579827,1338.87958842425,67.4748672193124,1,1.98965385802639,67.4748672193124,95.1767350790783,72.4301824636532,80.3372135652731,1341.38814876266,67.7821681395384,1,1.47943565319237,67.7821681395384,92.086352084008,67.7821681395384,78.9269169666981,1345.68951422403,68.4236019990896,1,2.48127421284063,68.4236019990896,107.781274283479,68.4236019990896,87.0807519113987,1619.04761904762,190.93653812965
1013,916.905809148344,55.6583421472552,1,1.01923998671712,55.6583421472552,56.1912240803288,55.6583421472552,55.8843316811634,917.648943413805,55.8212661725096,1,1.25317554640535,55.8212661725096,62.4892970248755,55.8212661725096,58.7284150228201,914.63571281778,55.5252166242246,1,1.01923998671712,55.5252166242246,66.9441650964952,55.5252166242246,60.6208842388575,913.962744123307,55.7001673538986,1,2.30038742133293,55.7001673538986,84.4806004803134,55.7001673538986,69.3182167869405,1111.11111111111,121.582937009616
985,1042.96719822501,60.1054839158899,1,2.41021688455277,60.1054839158899,93.3130017540031,93.7582922186862,75.8199650394037,1037.40571646906,59.7842251101667,1,3.12434492441336,59.7842251101667,105.673499856039,89.7386407464096,82.2340325489295,1041.97746554765,60.2874269473893,1,2.41021688455277,60.2874269473893,112.910816170249,87.1790826470644,86.2872527251259,1044.76412912093,60.6408951012425,1,3.7943543746103,60.6408951012425,118.123021643628,74.4048961018616,89.2152408242142,1248.67724867725,157.454883993849
1009,994.260606510253,57.8913480527641,1.41116943383824,2.66847315579381,68.7706680426848,94.5681910620411,78.4191123120986,75.6161270583913,990.151693249654,57.5346522368041,5.88330626068074,2.08273589296,139.553335348594,83.0322091997931,72.3730528370674,69.5092147923281,991.343412305257,57.6580042416222,1,2.66847315579381,57.6580042416222,78.726781467513,61.8082591702422,67.3996044885019,993.85013899986,57.9211835477162,1,1.67531632481411,57.9211835477162,74.9697111842571,57.9211835477162,65.675172627164,1206.34920634921,161.437746221528
1021,940.28096282639,56.1870896720345,1.03095089556224,1.92993516115821,57.0499840846723,78.0562884264061,89.1396556008869,66.3419729936013,938.832989172087,56.0755070992007,1,2.34659013682973,56.0755070992007,85.8997362030846,88.6485157445212,70.2900944792974,941.932504265882,56.3838789083282,1,1.92993516115821,56.3838789083282,89.8902955615201,90.0937683643052,72.4752779067073,945.998886215845,59.0349140790943,1,1.80409264937939,59.0349140790943,79.2936398660914,59.0349140790943,68.0523559966557,1142.85714285714,163.917820074239
1091,1164.00975605305,62.3872886086067,1.06410995227681,2.96018056137579,64.3560475419226,107.33842352511,103.0906537631,84.4414022605329,1163.67601176218,62.365056117142,1.17263132174515,3.04099481033774,67.5339361065576,108.75498102622,97.3231321075548,85.2002746003853,1164.32713614544,62.4327603784911,1.15774856685813,2.96018056137579,67.1768542857886,104.25297541379,87.9278706966212,82.796690331137,1165.39887422831,63.3520832694211,1,3.22937851014523,63.3520832694211,113.846681581703,63.3520832694211,88.1299956188782,1417.98941798942,190.450048697081
1034,977.969055001415,57.7215859313625,2.27962498161605,1.85313660754243,87.1505152058034,78.5763719792794,74.11754998374,67.3092379665175,982.253770207178,58.1022962505726,1.36507669371902,1.75491241830694,67.8846873819007,76.9699173113816,66.9692680053115,66.6882380172876,1037.08192952704,80.9622945092153,1,1.85313660754243,80.9622945092153,100.809976720423,80.9622945092153,88.3192502739974,1044.4293078345,97.3238183226019,1,1.69454627048145,97.3238183226019,126.691026602526,97.3238183226019,107.511346409857,1179.89417989418,153.746742624107
991,968.1103051579,57.3733644047807,1,1.93645585895789,57.3733644047807,79.8388216982248,88.4420449251443,67.7684674969636,963.659989779298,56.9973080079686,1,2.28741713119792,56.9973080079686,86.2039227474476,84.6847922590071,70.8438150231584,977.779146996836,60.4499605633311,1,1.93645585895789,60.4499605633311,95.408146132276,86.7640033729021,76.6341876898837,961.87754514414,56.9056605244329,NA,2.91973769248822,NA,97.2360676127258,76.6797208335714,76.6188770233896,1169.31216931217,166.170473034737
1009,1062.9087626211,60.5446286302951,1.00425888142477,2.34260111542743,60.6734178486034,92.6669336662674,105.213613371692,75.7131800138967,1057.7894044354,60.1961540392319,1,2.61129878756632,60.1961540392319,97.2740567942587,99.8648214477626,77.9788951530112,1052.23650420405,59.6182940572099,1,2.34260111542743,59.6182940572099,93.2307737716435,89.1982883904865,75.6771758507478,1057.58287870674,60.2821613121376,1,3.31648639857752,60.2821613121376,109.781187711889,82.8776474907159,84.6877853205543,1275.13227513228,175.906881501722
